CD_MAKE_VEH,CD_MODEL_VEH,CD_CLR_BDY_VEH_P,NB_YEAR_MFC_VEH,TOTAL
LEXUS ,ES300H,GRN,2024,1
LEXUS ,ES300H,SIL,2024,7
LEXUS ,ES300H,WHI,2024,6
LEXUS ,LBX   ,BLU,2024,4
LEXUS ,LBX   ,BRZ,2024,2
LEXUS ,LBX   ,GRY,2024,9
LEXUS ,LBX   ,PNK,2024,1
LEXUS ,LBX   ,RED,2024,2
LEXUS ,LBX   ,SIL,2024,2
LEXUS ,LBX   ,WHI,2024,9
LEXUS ,LBX SP,BLU,2024,1
LEXUS ,LC500 ,RED,2024,2
LEXUS ,LM350H,BLK,2023,1
LEXUS ,LM350H,BLK,2024,1
LEXUS ,LM350H,WHI,2024,1
LEXUS ,LM500H,BLK,2024,1
LEXUS ,LS500H,BLU,2024,1
LEXUS ,LX    ,GRY,2024,1
LEXUS ,LX500D,BLK,2024,1
LEXUS ,LX500D,SIL,2024,1
LEXUS ,LX500D,WHI,2024,3
LEXUS ,LX600 ,SIL,2024,2
LEXUS ,LX600 ,WHI,2023,1
LEXUS ,NX250 ,BRZ,2024,1
LEXUS ,NX250 ,SIL,2024,1
LEXUS ,NX250 ,WHI,2023,1
LEXUS ,NX350 ,BLK,2024,5
LEXUS ,NX350 ,GRY,2024,1
LEXUS ,NX350 ,SIL,2023,1
LEXUS ,NX350 ,SIL,2024,4
LEXUS ,NX350 ,WHI,2024,4
LEXUS ,NX350H,BLK,2024,26
LEXUS ,NX350H,BLU,2024,4
LEXUS ,NX350H,GRN,2024,9
LEXUS ,NX350H,GRY,2024,23
LEXUS ,NX350H,KHA,2024,11
LEXUS ,NX350H,RED,2024,1
LEXUS ,NX350H,SIL,2024,36
LEXUS ,NX350H,WHI,2024,36
LEXUS ,NX450H,BLK,2024,1
LEXUS ,NX450H,BLU,2024,2
LEXUS ,NX450H,SIL,2024,1
LEXUS ,RX350 ,BLK,2024,2
LEXUS ,RX350 ,BRZ,2023,1
LEXUS ,RX350 ,BRZ,2024,2
LEXUS ,RX350 ,GRY,2024,1
LEXUS ,RX350 ,WHI,2024,4
LEXUS ,RX350H,BLK,2024,7
LEXUS ,RX350H,BLU,2024,2
LEXUS ,RX350H,GRN,2024,2
LEXUS ,RX350H,KHA,2024,1
LEXUS ,RX350H,PNK,2024,1
LEXUS ,RX350H,RED,2024,1
LEXUS ,RX350H,SIL,2024,6
LEXUS ,RX350H,WHI,2024,5
LEXUS ,RX500H,BLK,2024,3
LEXUS ,RX500H,BLU,2024,1
LEXUS ,RX500H,GRY,2024,2
LEXUS ,RX500H,SIL,2024,1
LEXUS ,RX500H,WHI,2024,2
LEXUS ,RZ450E,BLK,2023,1
LEXUS ,RZ450E,BLU,2023,1
LEXUS ,RZ450E,GRY,2023,1
LEXUS ,RZ450E,PNK,2023,1
LEXUS ,RZ450E,SIL,2023,2
LEXUS ,UX300H,BLU,2024,1
LEXUS ,UX300H,GRY,2024,3
LEXUS ,UX300H,KHA,2024,1
LEXUS ,UX300H,RED,2024,1
LEXUS ,UX300H,SIL,2024,3
LEXUS ,UX300H,WHI,2024,4
LIEBHR,LB20.1,YLW,2023,1
LIEBHR,LB30  ,YLW,2023,1
LIEBHR,LB35  ,YLW,2023,1
LIEBHR,LB45  ,YLW,2023,1
LIEBHR,LTM111,OGE,2024,2
LOTUS ,EMIRA ,GRN,2023,1
M A N ,IC 19 ,WHI,2024,1
M A N ,TGS 26,WHI,2024,2
M A N ,TGX 26,WHI,2023,1
M G   ,      ,BLU,2024,1
M G   ,2024  ,WHI,2024,1
M G   ,3     ,BLK,2024,5
M G   ,3     ,SIL,2024,3
M G   ,3     ,WHI,2024,5
M G   ,3 CORE,BLU,2024,1
M G   ,3 CVT ,WHI,2024,3
M G   ,3 ESSE,RED,2024,1
M G   ,3 EXCI,WHI,2024,5
M G   ,3 HEV ,WHI,2024,1
M G   ,4     ,BLU,2024,1
M G   ,4     ,OGE,2024,1
M G   ,4 ESSE,BLK,2023,1
M G   ,4 ESSE,WHI,2024,1
M G   ,5     ,GRY,2024,1
M G   ,5     ,WHI,2024,1
M G   ,5 ESSE,BLU,2024,1
M G   ,5 VIBE,YLW,2024,1
M G   ,CORE  ,BLK,2024,2
M G   ,ESSENC,BLK,2024,1
M G   ,ESSENC,BLU,2024,1
M G   ,ESSENC,WHI,2024,1
M G   ,EXCITE,BLU,2024,1
M G   ,EXCITE,SIL,2024,1
M G   ,EXCITE,WHI,2024,9
M G   ,HS    ,BLK,2023,2
M G   ,HS    ,BLK,2024,5
M G   ,HS    ,BLU,2024,1
M G   ,HS    ,RED,2023,1
M G   ,HS    ,RED,2024,2
M G   ,HS    ,SIL,2024,2
M G   ,HS    ,WHI,2024,9
M G   ,HS ESS,BLK,2023,1
M G   ,HS ESS,BLK,2024,5
M G   ,HS ESS,RED,2023,1
M G   ,HS ESS,WHI,2023,4
M G   ,HS ESS,WHI,2024,5
M G   ,HS EV ,RED,2024,1
M G   ,HS EV ,WHI,2024,1
M G   ,HS EXC,BLK,2023,1
M G   ,HS PLU,BLK,2024,1
M G   ,HS PLU,RED,2024,2
M G   ,HS PLU,SIL,2024,1
M G   ,HS PLU,WHI,2024,2
M G   ,HS VIB,WHI,2024,1
M G   ,M3 ESS,RED,2024,1
M G   ,MG 3 E,RED,2024,1
M G   ,MG 4  ,BLU,2024,1
M G   ,MG 4 E,OGE,2023,1
M G   ,MG HS ,BLK,2024,1
M G   ,MG ZS ,BLK,2024,1
M G   ,MG ZS ,WHI,2023,1
M G   ,MG ZS ,WHI,2024,1
M G   ,MG3   ,BLK,2023,7
M G   ,MG3   ,BLK,2024,15
M G   ,MG3   ,BLU,2023,2
M G   ,MG3   ,BLU,2024,11
M G   ,MG3   ,GRY,2024,2
M G   ,MG3   ,RED,2024,3
M G   ,MG3   ,SIL,2024,10
M G   ,MG3   ,WHI,2023,7
M G   ,MG3   ,WHI,2024,40
M G   ,MG3 CO,BLK,2023,12
M G   ,MG3 CO,BLK,2024,15
M G   ,MG3 CO,BLU,2023,4
M G   ,MG3 CO,BLU,2024,4
M G   ,MG3 CO,SIL,2023,5
M G   ,MG3 CO,SIL,2024,2
M G   ,MG3 CO,WHI,2023,13
M G   ,MG3 CO,WHI,2024,21
M G   ,MG3 CO,YLW,2024,1
M G   ,MG3 CV,BLK,2024,1
M G   ,MG3 CV,BLU,2024,1
M G   ,MG3 ES,GRY,2024,2
M G   ,MG3 ES,RED,2024,1
M G   ,MG3 ES,WHI,2024,3
M G   ,MG3 ES,YLW,2024,1
M G   ,MG3 EX,BLK,2024,7
M G   ,MG3 EX,BLU,2023,1
M G   ,MG3 EX,BLU,2024,6
M G   ,MG3 EX,RED,2024,1
M G   ,MG3 EX,SIL,2024,7
M G   ,MG3 EX,WHI,2023,7
M G   ,MG3 EX,WHI,2024,18
M G   ,MG3 EX,YLW,2024,1
M G   ,MG3 HE,GRY,2024,2
M G   ,MG3 HE,SIL,2024,1
M G   ,MG3 HE,YLW,2024,1
M G   ,MG3 MY,SIL,2024,1
M G   ,MG4   ,BLK,2023,3
M G   ,MG4   ,BLK,2024,7
M G   ,MG4   ,BLU,2024,4
M G   ,MG4   ,GRY,2023,2
M G   ,MG4   ,GRY,2024,4
M G   ,MG4   ,OGE,2024,2
M G   ,MG4   ,RED,2024,3
M G   ,MG4   ,SIL,2023,1
M G   ,MG4   ,SIL,2024,2
M G   ,MG4   ,WHI,2023,2
M G   ,MG4   ,WHI,2024,23
M G   ,MG4 ES,BLU,2023,1
M G   ,MG4 ES,GRY,2024,2
M G   ,MG4 ES,OGE,2024,1
M G   ,MG4 ES,RED,2024,2
M G   ,MG4 ES,SIL,2024,1
M G   ,MG4 ES,WHI,2023,1
M G   ,MG4 ES,WHI,2024,1
M G   ,MG4 EV,BLK,2023,2
M G   ,MG4 EV,BLU,2023,2
M G   ,MG4 EV,GRY,2024,1
M G   ,MG4 EV,OGE,2024,1
M G   ,MG4 EV,RED,2023,2
M G   ,MG4 EV,SIL,2023,2
M G   ,MG4 EV,SIL,2024,1
M G   ,MG4 EV,WHI,2024,3
M G   ,MG4 EX,GRY,2024,1
M G   ,MG4 EX,OGE,2023,1
M G   ,MG4 EX,RED,2023,1
M G   ,MG4 EX,SIL,2024,2
M G   ,MG4 EX,WHI,2024,4
M G   ,MG5   ,BLK,2024,9
M G   ,MG5   ,GRY,2024,7
M G   ,MG5   ,RED,2024,4
M G   ,MG5   ,WHI,2024,7
M G   ,MG5   ,YLW,2024,2
M G   ,MG5 ES,BLK,2024,5
M G   ,MG5 ES,GRY,2024,6
M G   ,MG5 ES,RED,2024,1
M G   ,MG5 ES,WHI,2024,5
M G   ,MG5 ES,YLW,2024,1
M G   ,MG5 VI,WHI,2023,3
M G   ,MG5 VI,WHI,2024,4
M G   ,MGZS E,BLU,2024,1
M G   ,MGZS E,RED,2024,1
M G   ,MGZS E,SIL,2024,1
M G   ,MGZS E,WHI,2024,4
M G   ,MGZST ,BLK,2024,2
M G   ,MGZST ,BLU,2024,2
M G   ,MGZST ,SIL,2023,6
M G   ,MGZST ,WHI,2024,2
M G   ,VIBE  ,BLK,2024,1
M G   ,VIBE  ,BLU,2024,1
M G   ,VIBE  ,RED,2024,2
M G   ,VIBE  ,WHI,2024,2
M G   ,ZS    ,BLK,2023,3
M G   ,ZS    ,BLK,2024,22
M G   ,ZS    ,BLU,2023,1
M G   ,ZS    ,BLU,2024,7
M G   ,ZS    ,RED,2024,13
M G   ,ZS    ,SIL,2023,1
M G   ,ZS    ,SIL,2024,14
M G   ,ZS    ,WHI,2023,2
M G   ,ZS    ,WHI,2024,24
M G   ,ZS ESS,BLU,2023,3
M G   ,ZS ESS,RED,2024,2
M G   ,ZS EV ,BLK,2023,3
M G   ,ZS EV ,BLK,2024,1
M G   ,ZS EV ,BLU,2023,3
M G   ,ZS EV ,RED,2023,1
M G   ,ZS EV ,WHI,2023,4
M G   ,ZS EXC,BLK,2023,2
M G   ,ZS EXC,BLK,2024,16
M G   ,ZS EXC,BLU,2023,1
M G   ,ZS EXC,BLU,2024,15
M G   ,ZS EXC,RED,2024,5
M G   ,ZS EXC,SIL,2023,2
M G   ,ZS EXC,SIL,2024,8
M G   ,ZS EXC,WHI,2024,40
M G   ,ZS MY2,BLK,2024,1
M G   ,ZSEV  ,BLU,2024,1
M G   ,ZST   ,BLK,2024,27
M G   ,ZST   ,BLU,2024,12
M G   ,ZST   ,OGE,2024,1
M G   ,ZST   ,RED,2023,1
M G   ,ZST   ,RED,2024,8
M G   ,ZST   ,SIL,2023,1
M G   ,ZST   ,SIL,2024,13
M G   ,ZST   ,WHI,2023,1
M G   ,ZST   ,WHI,2024,25
M G   ,ZST CO,BLK,2023,1
M G   ,ZST CO,BLK,2024,9
M G   ,ZST CO,BLU,2023,1
M G   ,ZST CO,BLU,2024,3
M G   ,ZST CO,RED,2024,6
M G   ,ZST CO,SIL,2024,2
M G   ,ZST CO,WHI,2023,3
M G   ,ZST CO,WHI,2024,9
M G   ,ZST ES,BLK,2024,11
M G   ,ZST ES,BLU,2024,7
M G   ,ZST ES,OGE,2024,6
M G   ,ZST ES,RED,2024,8
M G   ,ZST ES,SIL,2024,6
M G   ,ZST ES,WHI,2024,9
M G   ,ZST EX,RED,2023,1
M G   ,ZST EX,WHI,2024,2
M G   ,ZST VI,BLK,2024,15
M G   ,ZST VI,BLU,2024,5
M G   ,ZST VI,OGE,2024,1
M G   ,ZST VI,RED,2024,3
M G   ,ZST VI,SIL,2024,5
M G   ,ZST VI,WHI,2024,5
M GUZZ,V7STON,RED,2024,1
MACK  ,ANTHEM,WHI,2023,8
MACK  ,ANTHEM,WHI,2024,2
MACK  ,METROL,GRN,2024,1
MACK  ,METROL,WHI,2023,6
MACK  ,METROL,WHI,2024,2
MACK  ,METROL,YLW,2024,1
MACK  ,SUPERL,BLK,2023,1
MACK  ,SUPERL,BLU,2023,1
MACK  ,SUPERL,PNK,2023,1
MACK  ,SUPERL,WHI,2024,2
MACK  ,TITAN ,WHI,2023,1
MACK  ,TRIDEN,WHI,2023,1
MACK  ,TRIDEN,WHI,2024,2
MAHIND,PIKUP ,WHI,2023,1
MAHIND,SCOPIO,SIL,2023,1
MAHIND,X     ,WHI,2024,1
MAHIND,XUV 70,BLK,2024,8
MAHIND,XUV 70,WHI,2024,3
MAHIND,XUV700,BLK,2023,3
MAHIND,XUV700,BLK,2024,67
MAHIND,XUV700,BLU,2024,2
MAHIND,XUV700,RED,2024,2
MAHIND,XUV700,SIL,2024,7
MAHIND,XUV700,WHI,2023,5
MAHIND,XUV700,WHI,2024,22
MANITO,XUV700,BLK,2024,1
MASER ,GRECAL,BLK,2024,5
MASER ,GRECAL,BLU,2024,2
MASER ,GRECAL,BRZ,2024,1
MASER ,GRECAL,GRY,2024,2
MASER ,GRECAL,WHI,2024,2
MASER ,MC20  ,YLW,2024,1
MASS F, S145 ,RED,2024,1
MASS F,4709  ,RED,2024,3
MASS F,4709ES,RED,2024,1
MASS F,5709  ,RED,2024,1
MASS F,5711  ,RED,2024,1
MASS F,5S 125,RED,2024,2
MASS F,7 S   ,RED,2024,1
MASS F,7S145 ,RED,2024,2
MASS F,8730S ,RED,2024,1
MASS F,MF4708,RED,2024,3
MASS F,MF5511,RED,2024,1
MASS F,MF5710,RED,2023,1
MASS F,MF7S  ,RED,2024,1
MAZDA ,2     ,BEI,2024,3
MAZDA ,2     ,BLK,2024,3
MAZDA ,2     ,BLU,2024,7
MAZDA ,2     ,GRY,2024,7
MAZDA ,2     ,RED,2024,2
MAZDA ,2     ,SIL,2024,5
MAZDA ,2     ,WHI,2024,21
MAZDA ,200   ,GRY,2024,1
MAZDA ,3     ,BEI,2024,16
MAZDA ,3     ,BLK,2023,1
MAZDA ,3     ,BLK,2024,17
MAZDA ,3     ,BLU,2023,1
MAZDA ,3     ,BLU,2024,29
MAZDA ,3     ,CRM,2024,1
MAZDA ,3     ,FWN,2024,5
MAZDA ,3     ,GLD,2024,7
MAZDA ,3     ,GRY,2023,4
MAZDA ,3     ,GRY,2024,34
MAZDA ,3     ,RED,2023,3
MAZDA ,3     ,RED,2024,16
MAZDA ,3     ,SIL,2023,1
MAZDA ,3     ,SIL,2024,4
MAZDA ,3     ,WHI,2023,3
MAZDA ,3     ,WHI,2024,50
MAZDA ,6     ,BEI,2024,1
MAZDA ,6     ,BLK,2024,2
MAZDA ,6     ,BLU,2023,1
MAZDA ,6     ,BLU,2024,2
MAZDA ,6     ,GRY,2024,2
MAZDA ,6     ,RED,2024,3
MAZDA ,6     ,WHI,2023,2
MAZDA ,6     ,WHI,2024,7
MAZDA ,BT 50 ,WHI,2023,4
MAZDA ,BT 50 ,WHI,2024,6
MAZDA ,BT50  ,BLK,2023,6
MAZDA ,BT50  ,BLK,2024,10
MAZDA ,BT50  ,BLU,2023,4
MAZDA ,BT50  ,BLU,2024,5
MAZDA ,BT50  ,GRY,2023,24
MAZDA ,BT50  ,GRY,2024,17
MAZDA ,BT50  ,RED,2023,4
MAZDA ,BT50  ,RED,2024,5
MAZDA ,BT50  ,SIL,2023,5
MAZDA ,BT50  ,SIL,2024,8
MAZDA ,BT50  ,WHI,2023,88
MAZDA ,BT50  ,WHI,2024,96
MAZDA ,BT50 D,WHI,2023,4
MAZDA ,BT50 F,SIL,2024,1
MAZDA ,BT50 F,WHI,2023,1
MAZDA ,BT50 G,BLK,2024,1
MAZDA ,BT50 G,SIL,2023,1
MAZDA ,BT50 T,WHI,2023,1
MAZDA ,BT50 T,WHI,2024,4
MAZDA ,BT50 X,BLK,2024,1
MAZDA ,BT50 X,GRY,2023,1
MAZDA ,BT50 X,SIL,2023,1
MAZDA ,BT50 X,SIL,2024,1
MAZDA ,BT50 X,WHI,2023,4
MAZDA ,BT50 X,WHI,2024,2
MAZDA ,BT80  ,WHI,2024,1
MAZDA ,CCX30 ,BLU,2024,1
MAZDA ,CX 30 ,WHI,2024,1
MAZDA ,CX 5 M,RED,2024,1
MAZDA ,CX 60 ,SIL,2024,1
MAZDA ,CX3   ,BEI,2024,10
MAZDA ,CX3   ,BLK,2023,1
MAZDA ,CX3   ,BLK,2024,16
MAZDA ,CX3   ,BRZ,2024,3
MAZDA ,CX3   ,FWN,2023,1
MAZDA ,CX3   ,FWN,2024,2
MAZDA ,CX3   ,GLD,2024,4
MAZDA ,CX3   ,GRY,2023,3
MAZDA ,CX3   ,GRY,2024,90
MAZDA ,CX3   ,RED,2024,37
MAZDA ,CX3   ,SIL,2024,2
MAZDA ,CX3   ,WHI,2023,1
MAZDA ,CX3   ,WHI,2024,95
MAZDA ,CX3 AK,GRY,2024,1
MAZDA ,CX3 G2,RED,2023,1
MAZDA ,CX3 G2,WHI,2024,1
MAZDA ,CX30  ,BEI,2024,16
MAZDA ,CX30  ,BLK,2023,4
MAZDA ,CX30  ,BLK,2024,41
MAZDA ,CX30  ,BLU,2023,3
MAZDA ,CX30  ,BLU,2024,33
MAZDA ,CX30  ,BRZ,2024,1
MAZDA ,CX30  ,CRM,2024,4
MAZDA ,CX30  ,FWN,2024,12
MAZDA ,CX30  ,GLD,2024,6
MAZDA ,CX30  ,GRY,2023,3
MAZDA ,CX30  ,GRY,2024,65
MAZDA ,CX30  ,KHA,2024,1
MAZDA ,CX30  ,RED,2023,3
MAZDA ,CX30  ,RED,2024,36
MAZDA ,CX30  ,SIL,2023,2
MAZDA ,CX30  ,SIL,2024,7
MAZDA ,CX30  ,WHI,2023,8
MAZDA ,CX30  ,WHI,2024,81
MAZDA ,CX30 G,BEI,2024,1
MAZDA ,CX30 G,BLK,2024,3
MAZDA ,CX30 G,RED,2024,3
MAZDA ,CX30 G,WHI,2024,4
MAZDA ,CX30 T,GRY,2024,1
MAZDA ,CX5   ,BEI,2024,24
MAZDA ,CX5   ,BLK,2023,8
MAZDA ,CX5   ,BLK,2024,87
MAZDA ,CX5   ,BLU,2023,7
MAZDA ,CX5   ,BLU,2024,156
MAZDA ,CX5   ,BRZ,2024,2
MAZDA ,CX5   ,CRM,2024,1
MAZDA ,CX5   ,FWN,2023,3
MAZDA ,CX5   ,FWN,2024,13
MAZDA ,CX5   ,GLD,2024,6
MAZDA ,CX5   ,GRN,2024,2
MAZDA ,CX5   ,GRY,2023,10
MAZDA ,CX5   ,GRY,2024,131
MAZDA ,CX5   ,KHA,2023,1
MAZDA ,CX5   ,KHA,2024,7
MAZDA ,CX5   ,RED,2023,3
MAZDA ,CX5   ,RED,2024,82
MAZDA ,CX5   ,SIL,2023,2
MAZDA ,CX5   ,SIL,2024,7
MAZDA ,CX5   ,TAN,2023,1
MAZDA ,CX5   ,TAN,2024,1
MAZDA ,CX5   ,WHI,2023,6
MAZDA ,CX5   ,WHI,2024,179
MAZDA ,CX5 AK,GRY,2024,1
MAZDA ,CX5 AK,WHI,2024,1
MAZDA ,CX5 G2,BEI,2024,1
MAZDA ,CX5 G2,BLU,2024,2
MAZDA ,CX5 G2,GRY,2024,2
MAZDA ,CX5 G2,RED,2024,3
MAZDA ,CX5 G2,SIL,2023,1
MAZDA ,CX5 G2,WHI,2023,1
MAZDA ,CX5 G2,WHI,2024,2
MAZDA ,CX5 G3,BEI,2024,1
MAZDA ,CX5 G3,BLU,2024,1
MAZDA ,CX5 G3,GRY,2023,1
MAZDA ,CX5 G3,RED,2024,1
MAZDA ,CX5 G3,SIL,2023,1
MAZDA ,CX5 G3,WHI,2024,1
MAZDA ,CX5 GT,GRY,2024,1
MAZDA ,CX5 MA,BLK,2024,1
MAZDA ,CX5 MA,BLU,2024,1
MAZDA ,CX5 MA,WHI,2023,2
MAZDA ,CX5 TO,BLU,2024,1
MAZDA ,CX5 TO,WHI,2024,2
MAZDA ,CX60  ,BEI,2024,1
MAZDA ,CX60  ,BLK,2023,6
MAZDA ,CX60  ,BLK,2024,18
MAZDA ,CX60  ,BLU,2023,5
MAZDA ,CX60  ,BLU,2024,9
MAZDA ,CX60  ,FWN,2024,1
MAZDA ,CX60  ,GLD,2024,6
MAZDA ,CX60  ,GRY,2023,5
MAZDA ,CX60  ,GRY,2024,16
MAZDA ,CX60  ,RED,2023,10
MAZDA ,CX60  ,RED,2024,13
MAZDA ,CX60  ,SIL,2023,2
MAZDA ,CX60  ,SIL,2024,5
MAZDA ,CX60  ,WHI,2023,9
MAZDA ,CX60  ,WHI,2024,14
MAZDA ,CX-60 ,GRY,2024,1
MAZDA ,CX-60 ,SIL,2024,1
MAZDA ,CX60 G,GRY,2024,2
MAZDA ,CX60 H,BEI,2024,1
MAZDA ,CX60 H,BLK,2024,1
MAZDA ,CX60 H,BLU,2024,2
MAZDA ,CX60 H,GRY,2024,4
MAZDA ,CX60 H,WHI,2023,1
MAZDA ,CX60 H,WHI,2024,2
MAZDA ,CX8   ,BEI,2023,3
MAZDA ,CX8   ,BEI,2024,1
MAZDA ,CX8   ,BLK,2023,15
MAZDA ,CX8   ,BLU,2023,10
MAZDA ,CX8   ,BLU,2024,2
MAZDA ,CX8   ,BRN,2023,2
MAZDA ,CX8   ,BRZ,2023,1
MAZDA ,CX8   ,CRM,2023,1
MAZDA ,CX8   ,FWN,2023,1
MAZDA ,CX8   ,FWN,2024,1
MAZDA ,CX8   ,GRY,2023,28
MAZDA ,CX8   ,GRY,2024,1
MAZDA ,CX8   ,RED,2023,6
MAZDA ,CX8   ,SIL,2023,1
MAZDA ,CX8   ,WHI,2023,31
MAZDA ,CX8   ,WHI,2024,5
MAZDA ,CX8 G2,RED,2023,1
MAZDA ,CX8 G2,WHI,2023,1
MAZDA ,CX9   ,WHI,2023,2
MAZDA ,CX90  ,BLK,2023,1
MAZDA ,CX90  ,GRY,2023,1
MAZDA ,CX90  ,GRY,2024,4
MAZDA ,CX90  ,MRN,2023,1
MAZDA ,CX90  ,MRN,2024,1
MAZDA ,CX90  ,RED,2023,1
MAZDA ,CX90  ,RED,2024,2
MAZDA ,CX90  ,SIL,2024,1
MAZDA ,CX90  ,WHI,2023,3
MAZDA ,CX90  ,WHI,2024,4
MAZDA ,CX90 G,RED,2023,1
MAZDA ,CX90 H,SIL,2024,1
MAZDA ,M2    ,BLK,2024,1
MAZDA ,M2    ,RED,2024,1
MAZDA ,M3    ,BLK,2024,2
MAZDA ,M3    ,BLU,2024,3
MAZDA ,M3    ,BRZ,2024,1
MAZDA ,M3    ,GRY,2024,3
MAZDA ,M3    ,RED,2024,3
MAZDA ,M3    ,SIL,2024,2
MAZDA ,M3    ,WHI,2023,1
MAZDA ,M3    ,WHI,2024,3
MAZDA ,M6    ,BRZ,2024,1
MAZDA ,M6    ,WHI,2024,1
MAZDA ,MAZDA ,BLK,2024,1
MAZDA ,MAZDA ,BLU,2024,1
MAZDA ,MAZDA ,GRY,2023,1
MAZDA ,MAZDA ,GRY,2024,5
MAZDA ,MAZDA ,RED,2023,1
MAZDA ,MAZDA ,RED,2024,1
MAZDA ,MAZDA ,WHI,2024,4
MAZDA ,MAZDA3,RED,2024,1
MAZDA ,MAZDA6,BLK,2024,1
MAZDA ,MAZDA6,GRY,2024,1
MAZDA ,MX5   ,BLU,2024,3
MAZDA ,MX5   ,GRY,2024,3
MAZDA ,MX5   ,RED,2024,1
MAZDA ,MX5   ,WHI,2023,1
MAZDA ,PEDDER,GRY,2023,1
MAZDA ,PEDDER,WHI,2023,1
MAZDA ,X5 G35,BLU,2024,1
MCCOR ,CX30  ,WHI,2024,1
MERC B,0500R ,BLU,2024,1
MERC B,0500R ,WHI,2024,2
MERC B,0500RS,WHI,2024,1
MERC B,315 SP,WHI,2024,1
MERC B,317   ,WHI,2024,3
MERC B,419 SP,WHI,2024,4
MERC B,907 SP,WHI,2023,1
MERC B,A 200 ,BLK,2024,2
MERC B,A 200 ,GRY,2024,3
MERC B,A 200 ,SIL,2024,2
MERC B,A 200 ,WHI,2024,2
MERC B,A 250 ,BLK,2024,1
MERC B,A 250 ,GRY,2024,2
MERC B,A 250 ,WHI,2023,1
MERC B,A 35  ,SIL,2023,1
MERC B,A 45 S,SIL,2024,1
MERC B,A200  ,BLK,2024,13
MERC B,A200  ,BLU,2024,3
MERC B,A200  ,GRY,2024,6
MERC B,A200  ,RED,2024,2
MERC B,A200  ,SIL,2024,5
MERC B,A200  ,WHI,2024,5
MERC B,A250  ,BLK,2024,5
MERC B,A250  ,BLU,2024,1
MERC B,A250  ,GRY,2024,3
MERC B,A250  ,RED,2024,2
MERC B,A250  ,SIL,2023,1
MERC B,A250  ,SIL,2024,4
MERC B,A250  ,WHI,2024,6
MERC B,A250E ,GRY,2024,1
MERC B,A35   ,BLK,2023,1
MERC B,A35   ,SIL,2023,1
MERC B,A35   ,WHI,2023,1
MERC B,A35 AM,BLK,2024,1
MERC B,A45   ,WHI,2024,1
MERC B,A45 S ,RED,2024,1
MERC B,ACTR  ,WHI,2024,1
MERC B,ACTROS,RED,2024,1
MERC B,ACTROS,SIL,2024,1
MERC B,ACTROS,WHI,2023,13
MERC B,ACTROS,WHI,2024,13
MERC B,ALL TE,GRY,2024,1
MERC B,AMG C ,GRY,2024,1
MERC B,C 200 ,BLK,2023,1
MERC B,C 200 ,BLK,2024,8
MERC B,C 200 ,BLU,2024,1
MERC B,C 200 ,GRY,2024,2
MERC B,C 200 ,SIL,2024,3
MERC B,C 300 ,BLK,2024,1
MERC B,C 300 ,BLU,2024,1
MERC B,C 300 ,GRY,2024,1
MERC B,C 300 ,SIL,2024,1
MERC B,C200  ,BLK,2024,15
MERC B,C200  ,BLU,2024,4
MERC B,C200  ,GRY,2024,5
MERC B,C200  ,WHI,2024,3
MERC B,C300  ,BLK,2024,8
MERC B,C300  ,BLU,2024,3
MERC B,C300  ,GRY,2024,9
MERC B,C300  ,SIL,2024,3
MERC B,C300  ,WHI,2024,4
MERC B,C43   ,BLK,2024,1
MERC B,C63 S ,BLK,2024,1
MERC B,C63E  ,GRY,2024,1
MERC B,CLA 20,BLK,2024,1
MERC B,CLA 20,GRY,2024,1
MERC B,CLA 20,WHI,2024,1
MERC B,CLA 20,YLW,2023,1
MERC B,CLA 25,BLK,2024,1
MERC B,CLA 45,BLK,2024,1
MERC B,CLA 45,WHI,2024,1
MERC B,CLA200,BLK,2024,2
MERC B,CLA200,BLU,2024,3
MERC B,CLA200,SIL,2024,1
MERC B,CLA200,WHI,2024,4
MERC B,CLA250,BLK,2024,3
MERC B,CLA250,BLU,2024,1
MERC B,CLA250,GRY,2024,1
MERC B,CLA250,WHI,2024,5
MERC B,CLA35 ,BLK,2024,3
MERC B,CLA35 ,SIL,2024,1
MERC B,CLA35 ,WHI,2024,1
MERC B,CLA45 ,BLU,2024,1
MERC B,CLA45 ,GRY,2024,1
MERC B,CLA45S,BLK,2024,2
MERC B,CLA45S,BLU,2024,1
MERC B,CLA45S,GRY,2024,1
MERC B,CLA45S,WHI,2024,1
MERC B,CLE 20,GRY,2024,1
MERC B,CLE 20,SIL,2024,1
MERC B,CLE 20,WHI,2024,1
MERC B,CLE 30,BLK,2024,1
MERC B,CLE 30,GRY,2024,1
MERC B,CLE200,BLK,2024,7
MERC B,CLE200,GRY,2024,1
MERC B,CLE200,SIL,2024,1
MERC B,CLE200,WHI,2024,2
MERC B,CLE300,BLK,2024,4
MERC B,CLE300,BLU,2024,1
MERC B,CLE300,GRY,2024,3
MERC B,CLE300,RED,2024,1
MERC B,CLE300,SIL,2024,1
MERC B,CONQUE,WHI,2024,1
MERC B,E 300 ,BLK,2024,1
MERC B,E ACTR,WHI,2024,2
MERC B,E300  ,BLK,2024,5
MERC B,E300  ,BLU,2024,2
MERC B,E300  ,GRY,2024,1
MERC B,E300  ,SIL,2024,3
MERC B,E300  ,WHI,2024,1
MERC B,E63S A,GRY,2024,1
MERC B,ECONIC,WHI,2024,2
MERC B,EQA 25,GRY,2024,1
